Order Date,Orders
2024-12-07,2898
2024-12-08,2899
2024-12-09,2900
2024-12-10,2901
2024-12-11,2902
2024-12-12,2903
2024-12-13,2904
2024-12-14,2905
2024-12-15,2906
2024-12-16,2907
2024-12-17,2908
2024-12-18,2909
2024-12-19,2910
2024-12-20,2911
2024-12-21,2912
2024-12-22,2913
2024-12-23,2914
2024-12-24,2915
2024-12-25,2916
2024-12-26,2917
2024-12-27,2918
2024-12-28,2919
2024-12-29,2920
2024-12-30,2921
2024-12-31,2922
2025-01-01,2923
2025-01-02,2924
2025-01-03,2925
2025-01-04,2926
2025-01-05,2927
2025-01-06,2928
2025-01-07,2929
2025-01-08,2930
2025-01-09,2931
2025-01-10,2932
2025-01-11,2933
2025-01-12,2934
2025-01-13,2935
2025-01-14,2936
2025-01-15,2937
2025-01-16,2938
2025-01-17,2939
2025-01-18,2940
2025-01-19,2941
2025-01-20,2942
2025-01-21,2943
2025-01-22,2944
2025-01-23,2945
2025-01-24,2946
2025-01-25,2947
2025-01-26,2948
2025-01-27,2949
2025-01-28,2950
2025-01-29,2951
2025-01-30,2952
2025-01-31,2953
2025-02-01,2954
2025-02-02,2955
2025-02-03,2956
2025-02-04,2957
2025-02-05,2958
2025-02-06,2959
2025-02-07,2960
2025-02-08,2961
2025-02-09,2962
2025-02-10,2963
2025-02-11,2964
